filename,filepath,agency,form_number,document_type
n-648instr.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/n-648instr.pdf,USCIS,N-648,instructions
i-600asup2.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-600asup2.pdf,USCIS,I-600,supplement
i-765vinstr.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-765vinstr.pdf,USCIS,I-765,instructions
i-956f.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-956f.pdf,USCIS,I-956,form
i-9.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-9.pdf,USCIS,I-9,form
i-363instr.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-363instr.pdf,USCIS,I-363,instructions
I-589%20Instructions_VI.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/I-589%20Instructions_VI.pdf,USCIS,I-589,instructions
i-956kinstr.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-956kinstr.pdf,USCIS,I-956,instructions
i-687instr.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-687instr.pdf,USCIS,I-687,instructions
m-1087.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/m-1087.pdf,USCIS,M-1087,form
n-565.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/n-565.pdf,USCIS,N-565,form
i-881.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-881.pdf,USCIS,I-881,form
i-864instr.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-864instr.pdf,USCIS,I-864,instructions
i-956instr.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-956instr.pdf,USCIS,I-956,instructions
i-601achecklist_kor.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-601achecklist_kor.pdf,USCIS,I-601,checklist
i-129.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-129.pdf,USCIS,I-129,form
n-600.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/n-600.pdf,USCIS,N-600,form
i-929instr.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-929instr.pdf,USCIS,I-929,instructions
i-800asup1.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-800asup1.pdf,USCIS,I-800,supplement
I-589%20Instructions_FR.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/I-589%20Instructions_FR.pdf,USCIS,I-589,instructions
I-589%20Instructions_ES.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/I-589%20Instructions_ES.pdf,USCIS,I-589,instructions
I-589%20Instructions_HC.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/I-589%20Instructions_HC.pdf,USCIS,I-589,instructions
i-929.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-929.pdf,USCIS,I-929,form
g-1650instr.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/g-1650instr.pdf,USCIS,G-1650,instructions
g-1256.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/g-1256.pdf,USCIS,G-1256,form
i-693.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-693.pdf,USCIS,I-693,form
n-300instr.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/n-300instr.pdf,USCIS,N-300,instructions
i-360.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-360.pdf,USCIS,I-360,form
i-601.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-601.pdf,USCIS,I-601,form
i-140.pdf,/content/drive/MyDrive/newstart_ai/data/raw/uscis/i-140.pdf,USCIS,I-140,form
